seq,target_x,target_y,reached_x,reached_y,elapsed_s,status,note
1,0.0,0.0,N/A,N/A,0.0,OK,
2,-0.013178031384944916,-1.3916561677645511,N/A,N/A,18.9,OK,
3,-0.013178031384944916,0.20491745069622994,N/A,N/A,26.4,OK,
4,0.1438219711482525,0.15449104352701384,N/A,N/A,41.2,OK,
5,0.1438219711482525,-1.3846561674665279,N/A,N/A,49.1,OK,
6,0.3018219736814499,-1.335082573145628,N/A,N/A,62.8,OK,
7,0.3018219736814499,0.13849104293096745,N/A,N/A,70.1,OK,
8,0.45982197621464727,0.15491744995117188,N/A,N/A,85.0,OK,
9,0.45982197621464727,-1.335082573145628,N/A,N/A,91.9,OK,
10,0.6178219787478447,-1.385082573890686,N/A,N/A,108.0,OK,
11,0.6178219787478447,0.1544910435270139,N/A,N/A,115.3,OK,
12,0.7748219812810421,0.21149104457009507,N/A,N/A,132.1,OK,
13,0.7747867402740979,-1.3836303242247447,N/A,N/A,158.0,OK,
14,0.8868219820261002,-1.3860005360558083,N/A,N/A,169.2,OK,
15,0.8868219820261002,-0.6885089688409499,N/A,N/A,178.9,OK,
16,1.0491553180913131,-0.8508423049061629,N/A,N/A,185.4,OK,
17,1.0491553180913131,-1.2350825716555118,N/A,N/A,192.7,OK,
18,1.2124886541565258,-1.2350825716555118,N/A,N/A,201.6,OK,
19,1.2124886541565258,-0.8950825656950474,N/A,N/A,209.1,OK,
20,1.374821990221739,-0.8441646027848668,N/A,N/A,218.9,OK,
21,1.3749560241420815,-1.1863678420956993,N/A,N/A,232.5,OK,
22,1.4868219909667968,-1.28508257240057,N/A,N/A,250.8,OK,
23,1.4868219909667968,0.20491745069622994,N/A,N/A,258.0,OK,
24,1.6341553266594808,0.20491745069622994,N/A,N/A,272.6,OK,
25,1.6341553266594808,-1.2350825716555118,N/A,N/A,281.7,OK,
26,1.7824886623521647,-1.2350825716555118,N/A,N/A,299.0,OK,
27,1.7824886623521647,0.304917452186346,N/A,N/A,308.7,OK,
28,1.9308219980448484,0.20491745069622994,N/A,N/A,322.7,OK,
29,1.9308219980448484,-1.28508257240057,N/A,N/A,331.7,OK,
30,2.0791553337375324,-1.335082573145628,N/A,N/A,347.8,OK,
31,2.0791553337375324,0.20491745069622994,N/A,N/A,356.3,OK,
32,2.2274886694302163,0.1641577103675276,N/A,N/A,376.2,OK,
33,2.2274886694302163,-1.335082573145628,N/A,N/A,387.3,OK,
34,2.3748220051229003,-1.385082573890686,N/A,N/A,406.0,OK,
35,2.3743522692079533,0.15335946382020227,N/A,N/A,448.6,OK,
36,0.8868219820261002,-0.286000519664531,N/A,N/A,458.5,OK,
37,0.8868219820261002,0.161491043825037,N/A,N/A,466.8,OK,
38,1.0324886511762936,0.11915770924994018,N/A,N/A,478.7,OK,
39,1.0324886511762936,-0.23508255675435066,N/A,N/A,486.4,OK,
40,1.1791553203264873,-0.23508255675435066,N/A,N/A,496.3,OK,
41,1.1791553203264873,0.15491744995117188,N/A,N/A,503.3,OK,
42,1.3248219894766808,0.20583541286135246,N/A,N/A,515.2,OK,
